-788.4141477817641	Its main implementation is the Glasgow Haskell Compiler.	+56	C:\Users\Invalidish\Development\Python\microraptor
-943.9988009672527	It is also a garbage-collected runtime system.	+421	C:\Users\Cycloid\Dev\Perl\graciliceratops
-599.0905267158375	Erlang is a general-purpose, concurrent, functional programming language.	+5994	C:\Users\Goalposts\Dev\Prolog\baryonyx
-634.2471013063813	Type classes first appeared in the Haskell programming language.	+44	C:\Users\Brekel\Dev\Falcon\avimimus
-586.3610719637043	Haskell features a type system with type inference and lazy evaluation.	+591	C:\Users\Darrack\Development\Tex\sinocalliopteryx
-297.8186374642821	Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.	+994	C:\Users\Netchilik\Dev\J#\ornitholestes
-303.20825013636625	They are written as strings of consecutive alphanumeric characters, the first character being lowercase.	+1264	C:\Users\Cabinda\Dev\PowerShell\saurolophus
-461.6413533235102	The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.	+590	C:\Users\Eel\Development\Io\megalosaurus
-208.41703517574263	In 1989 the building was heavily damaged by fire, but it has since been restored.	+379	C:\Users\Adirondack\Dev\Z shell\massospondylus
-320.3385150016793	Erlang is a general-purpose, concurrent, functional programming language.	+43	C:\Users\Banya\Dev\Falcon\rebbachisaurus
738.209742275581	Any element of a tuple can be accessed in constant time.	+878	C:\Users\Tyrantship\Development\C\erketu
342.20782861511225	Its main implementation is the Glasgow Haskell Compiler.	+371	C:\Users\Predeciding\Dev\Lua\austrosaurus
310.4604410418044	Type classes first appeared in the Haskell programming language.	+692	C:\Users\Stylar\Development\Lisp\lamaceratops
-373.1892998108883	The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.	+45	C:\Users\Echard\Development\C++\harpymimus
-459.1272398882138	Tuples are containers for a fixed number of Erlang data types.	+674	C:\Users\Trucker\Dev\F#\saurophaganax
-15.978728206337678	She spent her earliest years reading classic literature, and writing poetry.	+56	C:\Users\Sensorium\Development\TypeScript\scelidosaurus
718.0245470857708	Do you have any idea why this is not working?	+1684	C:\Users\Vertep\Development\Elixir\huayangosaurus
905.4580243417456	Erlang is a general-purpose, concurrent, functional programming language.	+232	C:\Users\Baggy\Dev\Tcl\homalocephale
-994.0874496603013	Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.	+592	C:\Users\Batch\Dev\TypeScript\emausaurus
-192.0989922332401	Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.	+382	C:\Users\Bryophyte\Dev\Dylan\malaise
828.8516057704992	Do you have any idea why this is not working?	+886	C:\Users\Comiferous\Development\Mathematica\sycophant
-523.4240794474151	She spent her earliest years reading classic literature, and writing poetry.	+351	C:\Users\Drover\Dev\D\sinornithosaurus
-633.7584528690852	Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.	+250	C:\Users\Sailable\Development\Clojure\amygdalodon
375.9357469405297	Any element of a tuple can be accessed in constant time.	+77	C:\Users\Clamber\Development\Fortran\einiosaurus
675.984459830079	Erlang is a general-purpose, concurrent, functional programming language.	+371	C:\Users\Unpaste\Dev\Dylan\liliensternus
403.51646586353263	The arguments can be primitive data types or compound data types.	+268	C:\Users\Algonquians\Development\PL-I\shuvuuia
-19.684939879126773	Where are my pants?	+992	C:\Users\Nonincriminating\Dev\Rust\caudipteryx
455.12611061422353	Ports are created with the built-in function open_port.	+218	C:\Users\Pulselessness\Dev\F#\europasaurus
130.35506216088493	In 1989 the building was heavily damaged by fire, but it has since been restored.	+245	C:\Users\Bewitching\Dev\Lua\chubutisaurus
-499.3299485160323	He looked inquisitively at his keyboard and wrote another sentence.	+674	C:\Users\Callorhynchidae\Dev\Julia\corythosaurus
-396.7025753437996	Atoms are used within a program to denote distinguished values.	+52	C:\Users\Tastier\Dev\PHP\hadrosaurus
376.31807885920443	He looked inquisitively at his keyboard and wrote another sentence.	+88213	C:\Users\Fanner\Development\Racket\gryposaurus
548.6159181238747	Its main implementation is the Glasgow Haskell Compiler.	+976	C:\Users\Biasing\Dev\GNU Octave\emausaurus
-631.5344155043863	She spent her earliest years reading classic literature, and writing poetry.	+1849	C:\Users\Calcutta\Dev\Delphi\borogovia
223.70063918700748	Make me a sandwich.	+354	C:\Users\Benzie\Dev\C#\saichania
-691.620629720004	Type classes first appeared in the Haskell programming language.	+852	C:\Users\Racon\Dev\ASP\baryonyx
151.30755463562582	Where are my pants?	+49	C:\Users\Downcome\Development\Tcl\cryolophosaurus
456.6134896402816	Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.	+45	C:\Users\Tironian\Development\R\caustic
-702.7207524026899	Erlang is a general-purpose, concurrent, functional programming language.	+503	C:\Users\Arthritis\Development\Common Lisp\oblivion
-766.7441452874548	The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.	+974	C:\Users\Career\Development\Perl\dubreuillosaurus
-378.06189329782217	Ports are used to communicate with the external world.	+5399	C:\Users\Dawne\Development\C Shell\hedonist
546.7209769219135	He looked inquisitively at his keyboard and wrote another sentence.	+968	C:\Users\Absurd\Dev\ASP\lufengosaurus
394.92473988305096	It is also a garbage-collected runtime system.	+98	C:\Users\Staunching\Development\Awk\lexovisaurus
-211.22477647607423	The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.	+2908	C:\Users\Desolates\Dev\Go\saurolophus
-109.7977894110254	He looked inquisitively at his keyboard and wrote another sentence.	+265	C:\Users\Defensor\Dev\Racket\camarasaurus
901.8035961908502	She spent her earliest years reading classic literature, and writing poetry.	+255	C:\Users\Basilosauridae\Development\Caml\seismosaurus
-143.4720244951011	Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.	+1869	C:\Users\Hieracosphinxes\Dev\C++\lesothosaurus
943.144997335288	In 1989 the building was heavily damaged by fire, but it has since been restored.	+291	C:\Users\Costs\Development\Caml\dromiceiomimus
-254.73020559716872	Haskell features a type system with type inference and lazy evaluation.	+356	C:\Users\Monstrify\Dev\ASP\shantungosaurus
-934.8507681316091	Any element of a tuple can be accessed in constant time.	+500	C:\Users\Clairvoyants\Dev\Transact-SQL\sycophant
